,PlAYER_ID,PLAYER,FIRST_NAME,LAST_NAME,TEAM_ABBREVIATION,GP,MIN,PU_PPG,PU_FGM_PG,PU_FGA_PG,PU_FG_PCT,PU_FG3M_PG,PU_FG3A_PG,PU_FG3_PCT,PU_EFG_PCT,PU_PTS_TOT,DVS,DVS_PPG,DVS_TPPG,DVS_FG_PCT,DVS_PP48,DVS_PTS_TOT,DVS_TOT,BLK_PG,STL_PG,OPP_FGM_RIM,OPP_FGA_RIM,OPP_FGP_RIM,BLK_TOT,PASS_PG,AST_PG,AST_FT,AST_SEC,AST_OPPS_PG,AST_PTS_CRT_PG,AST_PTS_CRT_48,AST_TOT,TCH_PG,TCH_FC_PG,TOP,CL_TCH_PG,EL_TCH_PG,PPG,PP_TCH,PP_HC_TCH,TCH_TOT,DIST,AVG_SPD,DIST_PG,DIST_48,DIST_OFF,DIST_DEF,AVG_SPD_OFF,AVG_SPD_DEF,REB_PG,REB_CHANCE_PG,REB_COL_PCT,REB_CONTESTED,REB_UNCONTESTED,REB_UNCONTESTED_PCT,REB_TOT,OREB,OREB_CHANCE,OREB_COL_PCT,OREB_CONTESTED,OREB_UNCONTESTED,OREB_UNCONTESTED_PCT,DREB,DREB_CHANCE,DREB_COL_PCT,DREB_CONTESTED,DREB_UNCONTESTED,DREB_UNCONTESTED_PCT,CS_PPG,CS_FGM_PG,CS_FGA_PG,CS_FG_PCT,CS_FG3M_PG,CS_FG3A_PG,CS_FG3_PCT,CS_EFG_PCT,CS_PTS_TOT,CS_PPG,PTS_DRIVE,FGP_DRIVE,PTS_CLOSE,FGP_CLOSE,PTS_CATCH_SHOOT,FGP_CATCH_SHOOT,PTS_PULL_UP,FGP_PULL_UP,FGA_DRIVE,FGA_CLOSE,FGA_CATCH_SHOOT,FGA_PULL_UP,EFG_PCT
100,201572,Brook Lopez,Brook,Lopez,BKN,12,29.5,1,0.5,1.25,0.4,0,0.083333333,0,0.4,12,0.75,0.916666667,1.25,0.571,1.491525424,11,9,2.166666667,0.583333333,3.25,9.083333333,0.358,26,20.33333333,0.5,0.166666667,0.25,1.75,1.416666667,2.305084746,6,38.58333333,26.58333333,0.998611111,4.916666667,2.833333333,19.66666667,0.509719222,0.739811912,463,22.27,3.8,1.855833333,3.019661017,11.56,10.71,4,3.6,6.083333333,12.08333333,0.503,3,3.083333333,0.493,73,2.583333333,4.75,0.544,2.083333333,0.5,0.806,3.5,7.333333333,0.477,0.916666667,2.583333333,0.262,2.666666667,1.333333333,2.666666667,0.5,0,0,null,0.5,32,19.66666667,0.916666667,0.571,5.416666667,0.605,2.666666667,0.5,1,0.4,0.583333333,3.166666667,2.666666667,1.25,0.5375
101,201573,Jerryd Bayless,Jerryd,Bayless,MEM,16,19.0875,2.25,1.125,3.625,0.310344828,0,0.5,0,0.310344828,36,1,0.375,0.75,0.3,0.94302554,6,16,0.0625,0.5625,0.4375,0.9375,0.467,1,27.1875,1.75,0.1875,0.9375,4.25,4.0625,10.21611002,28,36.8125,32.75,2.392708333,0.1875,1.8125,6.5,0.176570458,0.198473282,589,21.04,4.1,1.315,3.306876228,11.85,9.19,4.6,3.7,2.125,3.375,0.63,0.5,1.625,0.235,34,0.3125,0.3125,1,0.125,0.1875,0.4,1.8125,3.0625,0.592,0.375,1.4375,0.207,1.9375,0.6875,2.375,0.289473684,0.5625,1.875,0.3,0.407894737,31,6.5,0.375,0.3,0.125,1,1.9375,0.289473684,2.25,0.310344828,0.625,0.0625,2.375,3.625,0.382075472
102,201574,Jason Thompson,Jason,Thompson,SAC,15,21.10555556,0.266666667,0.133333333,0.266666667,0.5,0,0,null,0.5,4,0.266666667,0.133333333,0.133333333,0.5,0.303237694,2,4,0.6,0.2,1.2,3.266666667,0.367,9,25.26666667,1,0.066666667,0.533333333,1.8,2.266666667,5.1550408,15,34.46666667,16.2,0.71,2.266666667,3.066666667,6.533333333,0.189555126,0.403292181,517,23.13,4.4,1.542,3.506943933,12.28,10.85,4.6,4.2,5.533333333,9.866666667,0.561,2.266666667,3.266666667,0.41,83,1.466666667,3,0.489,1.066666667,0.4,0.727,4.066666667,6.866666667,0.592,1.2,2.866666667,0.295,1.866666667,0.933333333,2.333333333,0.4,0,0,null,0.4,28,6.533333333,0.133333333,0.5,1.866666667,0.542,1.866666667,0.4,0.266666667,0.5,0.133333333,1.6,2.333333333,0.266666667,0.458333333
103,201575,Brandon Rush,Brandon,Rush,UTA,3,10.9,0.666666667,0.333333333,0.333333333,1,0,0,null,1,2,0.666666667,0,0,0,0,0,2,0,0,0.666666667,1,0.667,0,9.333333333,1,0,0.333333333,1,3,13.21100917,3,12,8.333333333,0.25,0.333333333,0,0.666666667,0.055555556,0.08,36,2.31,4.2,0.77,3.390825688,1.29,1.02,4.5,3.9,0.666666667,2,0.333,0,0.666666667,0,2,0.333333333,0.666666667,0.5,0,0.333333333,0,0.333333333,1.333333333,0.25,0,0.333333333,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0.666666667,0,0,0,null,0,0,0.666666667,1,0.333333333,0,0.333333333,0.333333333,0.333333333
104,201576,Anthony Randolph,Anthony,Randolph,DEN,6,13.95,0.333333333,0.166666667,0.833333333,0.2,0,0.166666667,0,0.2,2,0.333333333,0,0.333333333,null,0,0,2,0.666666667,1,0.333333333,1.666666667,0.2,4,12.16666667,0.5,0,0.166666667,0.833333333,1,3.440860215,3,18.66666667,10.83333333,0.455555556,0.5,1.333333333,5.166666667,0.276785714,0.476923077,112,5.95,4.3,0.991666667,3.41218638,3.21,2.74,4.7,3.9,3,5.333333333,0.563,0.166666667,2.833333333,0.056,18,0.333333333,0.833333333,0.4,0,0.333333333,0,2.666666667,4.5,0.593,0.166666667,2.5,0.063,1.666666667,0.666666667,2.166666667,0.307692308,0.333333333,1,0.333333333,0.384615385,10,5.166666667,0,null,0.666666667,1,1.666666667,0.307692308,0.333333333,0.2,0,0.333333333,2.166666667,0.833333333,0.48
105,201577,Robin Lopez,Robin,Lopez,POR,19,30.53333333,0.210526316,0.105263158,0.421052632,0.25,0,0,null,0.25,4,0.052631579,0,0.105263158,null,0,0,1,1.473684211,0.421052632,4.315789474,9.947368421,0.434,28,21.47368421,0.789473684,0,0.210526316,1.736842105,2,3.144104803,15,31.89473684,17.57894737,0.660526316,3.052631579,2.684210526,8.684210526,0.272277228,0.494011976,606,40.23,4.2,2.117368421,3.328614112,21.08,19.15,4.2,4.1,8.368421053,14.42105263,0.577,4.210526316,4.105263158,0.506,159,4,6.842105263,0.585,3,1,0.75,4.368421053,7.578947368,0.569,1.210526316,3.105263158,0.28,0.315789474,0.157894737,0.842105263,0.1875,0,0,null,0.1875,6,8.684210526,0,null,3,0.559,0.315789474,0.1875,0.210526316,0.25,0,1.789473684,0.842105263,0.421052632,0.481481481
106,201578,Marreese Speights,Marreese,Speights,GSW,18,11.45092593,0.333333333,0.166666667,0.444444444,0.375,0,0,null,0.375,6,0.611111111,0.444444444,0.611111111,0.375,1.86302256,8,11,0.333333333,0.111111111,1.222222222,2.555555556,0.478,6,11.22222222,0.5,0.055555556,0.166666667,1.055555556,1.111111111,4.6575564,9,17.72222222,9.5,0.372222222,0.5,1.055555556,3.777777778,0.213166144,0.397660819,319,13.59,4,0.755,3.164809574,7.05,6.54,4.1,3.8,3.333333333,5.722222222,0.583,1.277777778,2.055555556,0.383,60,1.111111111,2.055555556,0.541,0.833333333,0.277777778,0.75,2.222222222,3.666666667,0.606,0.444444444,1.777777778,0.2,1.944444444,0.888888889,2.166666667,0.41025641,0.166666667,0.555555556,0.3,0.448717949,35,3.777777778,0.444444444,0.375,0.111111111,0,1.944444444,0.41025641,0.333333333,0.375,0.444444444,0.111111111,2.166666667,0.444444444,0.339506173
107,201579,Roy Hibbert,Roy,Hibbert,IND,19,31.01403509,0.210526316,0.105263158,0.368421053,0.285714286,0,0,null,0.285714286,4,0,0,0,null,0,0,0,3.368421053,0.315789474,3.842105263,10.05263158,0.382,64,26.89473684,1.263157895,0.052631579,0.315789474,3,2.894736842,4.480144813,24,42.36842105,26.68421053,1.110526316,6.684210526,3.315789474,12.47368421,0.294409938,0.467455621,805,37.44,3.8,1.970526316,3.04975676,19.61,17.83,3.9,3.7,9.105263158,16.05263158,0.567,4.315789474,4.789473684,0.474,173,3.473684211,6.105263158,0.569,2.421052632,1.052631579,0.697,5.631578947,9.947368421,0.566,1.894736842,3.736842105,0.336,1.210526316,0.578947368,1.368421053,0.423076923,0.052631579,0.157894737,0.333333333,0.442307692,23,12.47368421,0,null,5.578947368,0.554,1.210526316,0.423076923,0.210526316,0.285714286,0,3.894736842,1.368421053,0.368421053,0.470744681
108,201580,JaVale McGee,JaVale,McGee,DEN,5,16.04333333,0.4,0.2,0.6,0.333333333,0,0,null,0.333333333,2,0,0,0,null,0,0,0,1.4,0.2,2.6,4,0.65,7,13.2,0.4,0,0.2,1,0.8,2.393517557,2,23,12.6,0.633333333,4.6,0.8,7,0.304347826,0.555555556,115,5.15,3.9,1.03,3.081653854,2.68,2.47,3.9,3.8,3.4,6.6,0.515,2.2,1.2,0.647,17,2,3.4,0.588,1.4,0.6,0.7,1.4,3.2,0.438,0.8,0.6,0.571,0.4,0.2,0.8,0.25,0,0,null,0.25,2,7,0,null,3.2,0.5,0.4,0.25,0.4,0.333333333,0,3.2,0.8,0.6,0.447368421
109,201581,JJ Hickson,JJ,Hickson,DEN,18,24.98888889,0.222222222,0.111111111,0.666666667,0.166666667,0,0,null,0.166666667,4,0.333333333,0.166666667,0.166666667,0,0.320142285,3,6,0.833333333,0.555555556,3.444444444,5.833333333,0.59,15,27.05555556,0.833333333,0.222222222,0.555555556,2.333333333,2.166666667,4.161849711,15,39.38888889,19.16666667,0.902777778,4.555555556,3.611111111,10.16666667,0.258110014,0.530434783,709,31.51,4.2,1.750555556,3.362561138,17.02,14.49,4.5,3.9,8.222222222,13.83333333,0.59,3.388888889,4.777777778,0.415,148,2.666666667,4.777777778,0.547,1.777777778,0.833333333,0.681,5.555555556,9.055555556,0.613,1.611111111,3.944444444,0.29,1.111111111,0.555555556,1.388888889,0.4,0,0.055555556,0,0.4,20,10.16666667,0.166666667,0,3.555555556,0.578,1.111111111,0.4,0.222222222,0.166666667,0.222222222,2.5,1.388888889,0.666666667,0.475308642
110,201583,Ryan Anderson,Ryan,Anderson,NOP,9,35.37962963,4,1.888888889,4.333333333,0.435897436,0.222222222,0.555555556,0.4,0.461538462,36,0.777777778,0.777777778,1.111111111,0.4,1.055221146,7,7,0.333333333,0.222222222,3.555555556,5.777777778,0.615,3,33,0.444444444,0,0.222222222,1.333333333,1.111111111,1.50745878,4,52.55555556,31.55555556,1.168518519,1.555555556,2.888888889,22.11111111,0.420718816,0.700704225,473,21.48,4,2.386666667,3.23802146,11.76,9.72,4.5,3.6,6.333333333,10.77777778,0.588,3.444444444,2.888888889,0.544,57,2.777777778,5.111111111,0.543,2.444444444,0.333333333,0.88,3.555555556,5.666666667,0.627,1,2.555555556,0.281,11.44444444,3.888888889,7.444444444,0.52238806,3.666666667,6.666666667,0.55,0.768656716,103,22.11111111,0.777777778,0.4,1.444444444,0.5,11.44444444,0.52238806,4,0.435897436,0.555555556,0.888888889,7.444444444,4.333333333,0.615384615
111,201584,Courtney Lee,Courtney,Lee,BOS,17,17.00686275,2.529411765,1.235294118,2.352941176,0.525,0.058823529,0.117647059,0.5,0.5375,43,1.058823529,0.823529412,1.117647059,0.538,2.324321208,14,18,0.235294118,0.705882353,0.470588235,0.941176471,0.5,4,15.82352941,0.823529412,0.117647059,0.352941176,2.529411765,2,5.644780077,14,23.64705882,20.88235294,0.974509804,0.352941176,1.882352941,7.764705882,0.328358209,0.371830986,402,20.74,4.3,1.22,3.443315847,11.18,9.56,4.6,4,1.647058824,2.588235294,0.636,0.235294118,1.411764706,0.143,28,0.235294118,0.352941176,0.667,0.058823529,0.176470588,0.25,1.411764706,2.235294118,0.632,0.176470588,1.235294118,0.125,2.529411765,0.941176471,2,0.470588235,0.647058824,1.411764706,0.458333333,0.632352941,43,7.764705882,0.823529412,0.538,0,0,2.529411765,0.470588235,2.529411765,0.525,0.764705882,0.176470588,2,2.352941176,0.58411215
112,201585,Kosta Koufos,Kosta,Koufos,MEM,18,22.01018519,0.111111111,0.055555556,0.222222222,0.25,0,0,null,0.25,2,0,0,0,null,0,0,0,1.166666667,0.611111111,2.222222222,5.333333333,0.417,21,25.94444444,0.888888889,0.166666667,0.611111111,2,1.888888889,4.119305036,16,35.66666667,18.55555556,0.818518519,5.666666667,3.777777778,7.444444444,0.208722741,0.401197605,642,27.93,4.2,1.551666667,3.383887931,15.27,12.66,4.5,3.9,6.555555556,11.38888889,0.576,3,3.555555556,0.458,118,2.055555556,3.944444444,0.521,1.5,0.555555556,0.73,4.5,7.444444444,0.604,1.5,3,0.333,0.333333333,0.166666667,0.722222222,0.230769231,0,0,null,0.230769231,6,7.444444444,0,null,3.777777778,0.491,0.333333333,0.230769231,0.111111111,0.25,0,3.166666667,0.722222222,0.222222222,0.471544715
113,201586,Serge Ibaka,Serge,Ibaka,OKC,17,34.37941176,0.470588235,0.235294118,0.588235294,0.4,0,0,null,0.4,8,0.647058824,0.352941176,0.470588235,0.333,0.492770981,6,11,2.588235294,0.235294118,4.411764706,9.647058824,0.457,44,36,0.941176471,0,0.352941176,2.411764706,2.117647059,2.956625888,16,51.58823529,26.82352941,1.149019608,3.588235294,3.882352941,14.70588235,0.285062714,0.548245614,877,39.42,4,2.318823529,3.237505347,20.67,18.75,4.3,3.8,10.11764706,16.76470588,0.604,4.411764706,5.705882353,0.436,172,3,5.117647059,0.586,2.352941176,0.647058824,0.784,7.117647059,11.64705882,0.611,2.058823529,5.058823529,0.289,4.294117647,2.058823529,4.647058824,0.443037975,0.176470588,0.647058824,0.272727273,0.462025316,73,14.70588235,0.352941176,0.333,4,0.744,4.294117647,0.443037975,0.470588235,0.4,0.529411765,2.294117647,4.647058824,0.588235294,0.516666667
114,201587,Nicolas Batum,Nicolas,Batum,POR,19,35.95526316,2.421052632,1.105263158,3.473684211,0.318181818,0.210526316,0.789473684,0.266666667,0.348484848,46,1.368421053,1.052631579,1.578947368,0.7,1.405255068,20,26,0.526315789,1.263157895,2,3.684210526,0.543,10,49.68421053,5,0.473684211,0.894736842,8.578947368,11.63157895,15.52806851,95,64.52631579,45.47368421,1.738596491,0.736842105,3.052631579,13.47368421,0.208809135,0.296296296,1226,49.8,4.4,2.621052632,3.49908512,27.94,21.86,4.8,4,6.315789474,9.578947368,0.659,1.578947368,4.736842105,0.25,120,1.421052632,2.105263158,0.675,0.736842105,0.684210526,0.519,4.894736842,7.473684211,0.655,0.842105263,4.052631579,0.172,6.210526316,2.157894737,5.105263158,0.422680412,1.894736842,4.315789474,0.43902439,0.608247423,118,13.47368421,1.052631579,0.7,0.315789474,0.6,6.210526316,0.422680412,2.421052632,0.318181818,0.526315789,0.263157895,5.105263158,3.473684211,0.564102564
115,201588,George Hill,George,Hill,IND,16,33.184375,3.0625,1.375,4.8125,0.285714286,0.3125,1.0625,0.294117647,0.318181818,49,2.75,2.125,3.75,0.4,3.073735757,34,44,0.5625,1.0625,1.1875,2.1875,0.543,9,56.8125,4.25,0.25,1.5,8.4375,9.1875,13.28938695,68,72.5,61.4375,5.219791667,0.625,2.0625,12.125,0.167241379,0.197355036,1160,35.71,4,2.231875,3.228326584,19.45,16.26,4.3,3.8,3.5,7.375,0.475,0.3125,3.1875,0.089,56,0.5625,1.3125,0.429,0.25,0.3125,0.444,2.9375,6.0625,0.485,0.0625,2.875,0.021,3.5,1.1875,3.0625,0.387755102,1.125,2.8125,0.4,0.571428571,56,12.125,2.125,0.4,0.75,1,3.5,0.387755102,3.0625,0.285714286,1.25,0.375,3.0625,4.8125,0.472049689
116,201589,Darrell Arthur,Darrell,Arthur,DEN,18,17.88425926,0.333333333,0.166666667,0.444444444,0.375,0,0,null,0.375,6,0.055555556,0,0,null,0,0,1,0.611111111,0.444444444,1.5,3.277777778,0.458,11,18.55555556,0.833333333,0,0.277777778,1.444444444,1.944444444,5.21874191,15,26,14,0.423148148,0.555555556,2.888888889,6.055555556,0.232905983,0.432539683,468,21.61,4,1.200555556,3.222200362,11.26,10.35,4.4,3.7,2.833333333,6.611111111,0.429,0.888888889,1.944444444,0.314,51,0.611111111,1.555555556,0.393,0.333333333,0.277777778,0.545,2.222222222,5.055555556,0.44,0.555555556,1.666666667,0.25,4,2,4.166666667,0.48,0,0.111111111,0,0.48,72,6.055555556,0,null,0.555555556,0.5,4,0.48,0.333333333,0.375,0,0.444444444,4.166666667,0.444444444,0.485436893
117,201593,Nikola Pekovic,Nikola,Pekovic,MIN,19,33.31491228,0.105263158,0.052631579,0.263157895,0.2,0,0,null,0.2,2,0,0,0,null,0,0,0,0.421052632,0.578947368,3.684210526,6.684210526,0.551,8,24.42105263,1,0.052631579,0.947368421,2,2.368421053,3.412412122,19,40.68421053,27.42105263,1.038596491,8.210526316,7.368421053,15.52631579,0.381630013,0.56621881,773,41.08,3.9,2.162105263,3.115153111,21.11,19.97,4,3.8,8.736842105,15.47368421,0.561,4.210526316,4.473684211,0.485,166,3.578947368,7.263157895,0.493,2.526315789,1.052631579,0.706,5.157894737,8.210526316,0.622,1.684210526,3.421052632,0.33,0.315789474,0.157894737,0.210526316,0.75,0,0,null,0.75,6,15.52631579,0,null,7.368421053,0.554,0.315789474,0.75,0.105263158,0.2,0,5.315789474,0.210526316,0.263157895,0.528888889
118,201596,Mario Chalmers,Mario,Chalmers,MIA,17,27.15490196,1.058823529,0.470588235,2.176470588,0.216216216,0.117647059,0.764705882,0.153846154,0.243243243,18,4.470588235,2.352941176,5.352941176,0.483,4.159145065,40,76,0.235294118,1.647058824,0.705882353,1.235294118,0.571,4,51.17647059,4.941176471,0.352941176,1.176470588,8.294117647,11.17647059,19.75593906,84,63.11764706,50.05882353,3.825490196,0.470588235,2.411764706,8.705882353,0.137931034,0.173913043,1073,30.97,4,1.821764706,3.220218066,16.49,14.48,4.3,3.8,2.529411765,4.588235294,0.551,0.411764706,2.117647059,0.163,43,0.529411765,0.882352941,0.6,0.176470588,0.352941176,0.333,2,3.705882353,0.54,0.235294118,1.764705882,0.118,3.882352941,1.294117647,2.823529412,0.458333333,1.294117647,2.764705882,0.468085106,0.6875,66,8.705882353,2.352941176,0.483,0.117647059,0.5,3.882352941,0.458333333,1.058823529,0.216216216,1.705882353,0.117647059,2.823529412,2.176470588,0.521367521
119,201599,DeAndre Jordan,DeAndre,Jordan,LAC,20,35.5175,0,0,0,null,0,0,null,null,0,0.2,0.05,0.05,0,0.067572324,1,4,2.15,1.15,4.9,8.5,0.576,43,38.35,0.95,0.25,0.95,1.7,2.3,3.108326881,19,49.35,20.25,0.898333333,2.8,3.9,9.8,0.19858156,0.483950617,987,45.64,3.9,2.282,3.084000845,23.67,21.97,4.2,3.6,12.9,17.7,0.729,5.4,7.5,0.419,258,4.4,5.9,0.746,3.2,1.2,0.727,8.5,11.8,0.72,2.2,6.3,0.259,0.1,0.05,0.2,0.25,0,0,null,0.25,2,9.8,0.05,0,2.85,0.714,0.1,0.25,0,null,0.05,1.75,0.2,0,0.607692308
120,201600,Omer Asik,Omer,Asik,HOU,17,18.34509804,0,0,0,null,0,0,null,null,0,0.058823529,0.117647059,0.117647059,null,0.307823856,2,1,0.411764706,0.235294118,2.235294118,5.176470588,0.432,7,21.76470588,0.411764706,0.058823529,0.058823529,1.235294118,1,2.616502779,7,27.58823529,12.70588235,0.528431373,2.411764706,1.294117647,4.411764706,0.159914712,0.347222222,469,20.45,3.9,1.202941176,3.147498931,11.15,9.3,4.4,3.5,6.764705882,10.52941176,0.642,3.117647059,3.647058824,0.461,115,1.647058824,3.352941176,0.491,1.176470588,0.470588235,0.714,5.117647059,7.176470588,0.713,1.941176471,3.176470588,0.379,0,0,0.117647059,0,0,0,null,0,0,4.411764706,0.117647059,null,1.823529412,0.571,0,0,0,null,0,1.235294118,0.117647059,0,0.471698113
121,201601,Luc Mbah a Moute,Luc,Mbah a Moute,MIN,2,21.95833333,0,0,1,0,0,0,null,0,0,0.5,1,1,1,2.185958254,2,1,1,0.5,2.5,4,0.625,2,15,0.5,0,0.5,1,1.5,3.278937381,1,20,13,0.425,1,1.5,3,0.15,0.230769231,40,3.04,4.2,1.52,3.322656546,1.56,1.48,4.2,4.1,4.5,7.5,0.6,2.5,2,0.556,9,2.5,4,0.625,2,0.5,0.8,2,3.5,0.571,0.5,1.5,0.25,0,0,0.5,0,0,0,null,0,0,3,1,1,1,1,0,0,0,0,0.5,0.5,0.5,1,0.375
122,201601,Luc Mbah a Moute,Luc,Mbah a Moute,SAC,9,21.97037037,0.444444444,0.222222222,0.222222222,1,0,0,null,1,4,0.666666667,0.444444444,0.777777778,0.4,0.97100472,4,6,0.555555556,1,1,2.333333333,0.429,5,18.66666667,1.666666667,0.111111111,0.111111111,2.666666667,4.111111111,8.981793661,15,23.66666667,14.22222222,0.464814815,1.222222222,1,4.444444444,0.187793427,0.3125,213,14.03,4.3,1.558888889,3.405799056,7.3,6.73,4.5,4,3,5.666666667,0.529,1.111111111,1.888888889,0.37,27,1,1.888888889,0.529,0.666666667,0.333333333,0.667,2,3.777777778,0.529,0.444444444,1.555555556,0.222,1,0.444444444,0.777777778,0.571428571,0.111111111,0.222222222,0.5,0.642857143,9,4.444444444,0.444444444,0.4,1.222222222,0.8,1,0.571428571,0.444444444,1,0.555555556,0.555555556,0.777777778,0.222222222,0.484375
123,201601,Luc Mbah a Moute,Luc,Mbah a Moute,TOTAL,11,21.96818182,0.363636364,0.181818182,0.363636364,0.5,0,0,null,0.5,4,0.636363636,0.545454545,0.818181818,0.5,1.191806331,6,7,0.636363636,0.909090909,1.272727273,2.636363636,0.483,7,18,1.454545455,0.090909091,0.181818182,2.363636364,3.636363636,7.945375543,16,23,14,0.457575758,1.181818182,1.090909091,4.181818182,0.181818182,0.298701299,253,17.07,4.2,1.551818182,3.390689013,8.86,8.21,4.5,4,3.272727273,6,0.545,1.363636364,1.909090909,0.417,36,1.272727273,2.272727273,0.56,0.909090909,0.363636364,0.714,2,3.727272727,0.537,0.454545455,1.545454545,0.227,0.818181818,0.363636364,0.727272727,0.5,0.090909091,0.181818182,0.5,0.5625,9,4.181818182,0.545454545,0.5,1.181818182,0.833,0.818181818,0.5,0.363636364,0.5,0.545454545,0.545454545,0.727272727,0.363636364,0.4625
124,201609,Goran Dragic,Goran,Dragic,PHX,16,34.86666667,7.3125,3.3125,7.5625,0.438016529,0.6875,1.9375,0.35483871,0.483471074,117,9.3125,3.8125,10.0625,0.426,5.248565966,61,149,0.375,1,1.375,2.375,0.579,6,53.75,6.6875,0.625,1.125,14,17.125,23.57552581,107,74.625,67.75,5.747916667,0.875,5.6875,17.9375,0.240368509,0.264760148,1194,39.8,4.3,2.4875,3.424474187,21.86,17.94,4.8,3.8,2.9375,5.5,0.534,0.4375,2.5,0.149,47,0.625,1.4375,0.435,0.1875,0.4375,0.3,2.3125,4.0625,0.569,0.25,2.0625,0.108,1.625,0.625,1.8125,0.344827586,0.375,1.4375,0.260869565,0.448275862,26,17.9375,3.8125,0.426,0.375,0.667,1.625,0.344827586,7.3125,0.438016529,3.375,0.1875,1.8125,7.5625,0.526442308
125,201627,Anthony Morrow,Anthony,Morrow,NOP,18,16.81296296,1.611111111,0.777777778,1.5,0.518518519,0.055555556,0.111111111,0.5,0.537037037,29,0.666666667,0.444444444,0.777777778,0.4,1.268862209,8,12,0.166666667,0.722222222,0.611111111,1.333333333,0.458,3,9.166666667,0.611111111,0,0,0.944444444,1.388888889,3.965194405,11,15.77777778,12.61111111,0.455555556,0.222222222,1.166666667,6.833333333,0.433098592,0.54185022,284,20.74,4.1,1.152222222,3.289525278,11.3,9.44,4.3,3.9,1.611111111,2.555555556,0.63,0.333333333,1.277777778,0.207,29,0.277777778,0.611111111,0.455,0.111111111,0.166666667,0.4,1.333333333,1.944444444,0.686,0.222222222,1.111111111,0.167,3.611111111,1.277777778,2.611111111,0.489361702,1.055555556,2.222222222,0.475,0.691489362,65,6.833333333,0.444444444,0.4,0.111111111,0.5,3.611111111,0.489361702,1.611111111,0.518518519,0.555555556,0.111111111,2.611111111,1.5,0.588541667
126,201858,Cartier Martin,Cartier,Martin,ATL,20,19.93166667,1.45,0.65,1.55,0.419354839,0.15,0.3,0.5,0.467741935,29,0.8,0.3,0.6,0,0.722468434,6,16,0.2,0.65,1,1.5,0.667,4,17.1,0.85,0,0.5,2.25,2.05,4.936867631,17,25.4,20.25,0.7175,0.4,0.7,7.35,0.289370079,0.362962963,508,28.41,4.3,1.4205,3.420888034,15.05,13.36,4.7,3.9,2.1,4,0.525,0.45,1.65,0.214,42,0.15,0.45,0.333,0.1,0.05,0.667,1.95,3.55,0.549,0.35,1.6,0.179,4.05,1.35,3.65,0.369863014,1.35,3.45,0.391304348,0.554794521,81,7.35,0.3,0,0.5,1,4.05,0.369863014,1.45,0.419354839,0.35,0.25,3.65,1.55,0.5
127,201880,Greg Stiemsma,Greg,Stiemsma,NOP,8,15.44791667,0,0,0.125,0,0,0,null,0,0,0,0,0,null,0,0,0,1,0.125,2.375,4.5,0.528,8,25.875,0.375,0.25,0.125,1.75,0.875,2.718813216,3,29.875,12.625,0.652083333,0.875,3.25,2,0.066945607,0.158415842,239,8.71,4.2,1.08875,3.382980445,4.95,3.76,4.6,3.8,4.625,8.375,0.552,2.125,2.5,0.459,37,1.375,3.25,0.423,0.875,0.5,0.636,3.25,5.125,0.634,1.25,2,0.385,0,0,0,null,0,0,null,null,0,2,0,null,0.625,1,0,null,0,0,0,0.25,0,0.125,0.5
128,201933,Blake Griffin,Blake,Griffin,LAC,20,36.80333333,0.75,0.35,0.95,0.368421053,0.05,0.05,1,0.394736842,15,1.45,1.15,1.4,0.389,1.499864143,23,29,0.7,1.05,3.25,6.1,0.533,14,55.35,3.1,0.15,0.9,6.05,7.3,9.520876732,62,78,48.8,1.800833333,5.45,12.55,21,0.269230769,0.430327869,1560,48.29,3.9,2.4145,3.149062585,25.12,23.17,4.3,3.6,10.75,15.85,0.678,4.3,6.45,0.4,215,2.35,4.6,0.511,1.65,0.7,0.702,8.4,11.25,0.747,2.65,5.75,0.315,4.3,2.1,4.95,0.424242424,0.1,0.25,0.4,0.434343434,86,21,1.15,0.389,4.25,0.684,4.3,0.424242424,0.75,0.368421053,0.9,2.85,4.95,0.95,0.538095238
129,201934,Hasheem Thabeet,Hasheem,Thabeet,OKC,2,9.266666667,0,0,0,null,0,0,null,null,0,0,0,0,null,0,0,0,0,0,0,1,0,0,6.5,0,0,0.5,1.5,0,0,0,9.5,4.5,0.2,1,0.5,2,0.210526316,0.444444444,19,1.26,4.1,0.63,3.263309353,0.64,0.62,3.9,4.3,3,4.5,0.667,0.5,2.5,0.167,6,0.5,2,0.25,0.5,0,1,2.5,2.5,1,0,2.5,0,0,0,0,null,0,0,null,null,0,2,0,null,1,0.5,0,null,0,null,0,1,0,0,0.5
