"PlAYER_ID","PLAYER","FIRST_NAME","LAST_NAME","TEAM_ABBREVIATION","GP","MIN","PU_PPG","PU_FGM_PG","PU_FGA_PG","PU_FG_PCT","PU_FG3M_PG","PU_FG3A_PG","PU_FG3_PCT","PU_EFG_PCT","PU_PTS_TOT","DVS","DVS_PPG","DVS_TPPG","DVS_FG_PCT","DVS_PP48","DVS_PTS_TOT","DVS_TOT","BLK_PG","STL_PG","OPP_FGM_RIM","OPP_FGA_RIM","OPP_FGP_RIM","BLK_TOT","PASS_PG","AST_PG","AST_FT","AST_SEC","AST_OPPS_PG","AST_PTS_CRT_PG","AST_PTS_CRT_48","AST_TOT","TCH_PG","TCH_FC_PG","TOP","CL_TCH_PG","EL_TCH_PG","PPG","PP_TCH","PP_HC_TCH","TCH_TOT","DIST","AVG_SPD","DIST_PG","DIST_48","DIST_OFF","DIST_DEF","AVG_SPD_OFF","AVG_SPD_DEF","REB_PG","REB_CHANCE_PG","REB_COL_PCT","REB_CONTESTED","REB_UNCONTESTED","REB_UNCONTESTED_PCT","REB_TOT","OREB","OREB_CHANCE","OREB_COL_PCT","OREB_CONTESTED","OREB_UNCONTESTED","OREB_UNCONTESTED_PCT","DREB","DREB_CHANCE","DREB_COL_PCT","DREB_CONTESTED","DREB_UNCONTESTED","DREB_UNCONTESTED_PCT","CS_PPG","CS_FGM_PG","CS_FGA_PG","CS_FG_PCT","CS_FG3M_PG","CS_FG3A_PG","CS_FG3_PCT","CS_EFG_PCT","CS_PTS_TOT","PPG.duplicate","PPG_DRIVE","FGP_DRIVE","PPG_CLOSE","FGP_CLOSE","PPG_CATCH_SHOOT","FGP_CATCH_SHOOT","PTS_PULL_UP","FGP_PULL_UP","FGA_DRIVE","FGA_CLOSE","FGA_CATCH_SHOOT","FGA_PULL_UP","EFG_PCT"
101106,"Andrew Bogut","Andrew","Bogut","GSW",66,26.630303,0.15151515,0.07575758,0.18181818,0.416666666666667,0,0,NA,0.416666666666667,10,0.53030303,0.48484848,0.65151515,0.56,0.87391898,32,35,1.78787879,0.6969697,3.42424242,7.60606061,0.45,118,32.19697,1.68181818,0.15151515,0.59090909,3.3030303,4.030303,7.2644515,111,40.19697,18.090909,1.06388889,2.22727273,1.24242424,7.3636364,0.18318884,0.40703518,2653,112.8,3.9,1.7090909,3.080564,59.98,52.82,4.3,3.4,9.9848485,14.6666667,0.681,3.78787879,6.1969697,0.379,659,2.72727273,4.31818182,0.632,2.03030303,0.6969697,0.744,7.2575758,10.3484848,0.701,1.75757576,5.5,0.242,0.09090909,0.04545455,0.12121212,0.375,0,0,NA,0.375,6,7.3636364,0.48484848,0.56,2.36363636,0.778,0.09090909,0.375,0.15151515,0.416666666666667,0.37878788,1.5,0.12121212,0.18181818,0.623655913978495
101107,"Marvin Williams","Marvin","Williams","UTA",66,25.462879,0.57575758,0.25757576,0.8030303,0.320754716981132,0.06060606,0.24242424,0.25,0.358490566037736,38,1.40909091,0.92424242,1.66666667,0.339,1.74228675,61,93,0.46969697,0.81818182,1.96969697,4.06060606,0.485,31,27.727273,1.18181818,0.13636364,0.33333333,2.56060606,2.9242424,5.512481,78,37.424242,22,0.75631313,1.01515152,2.24242424,9.1363636,0.24412955,0.41528926,2470,110.65,4,1.6765152,3.160394,59.13,51.52,4.1,3.8,5.0606061,8.4545455,0.599,1.48484848,3.57575758,0.293,334,1.24242424,2.27272727,0.547,0.63636364,0.60606061,0.512,3.8181818,6.1818182,0.618,0.84848485,2.96969697,0.222,4.53030303,1.66666667,4.51515152,0.369127516778524,1.1969697,3.25757576,0.367441860465116,0.501677852348993,299,9.1363636,0.92424242,0.339,0.60606061,0.643,4.53030303,0.369127516778524,0.57575758,0.320754716981132,0.84848485,0.42424242,4.51515152,0.8030303,0.519011406844107
101108,"Chris Paul","Chris","Paul","LAC",62,35.26586,8.03225806,3.66129032,8.43548387,0.434034416826004,0.70967742,2.12903226,0.333333333333333,0.476099426386233,498,5.46774194,3.32258065,6.35483871,0.522,4.52233038,206,339,0.06451613,2.48387097,1.11290323,1.79032258,0.622,4,71.516129,10.69354839,0.98387097,2.22580645,19.79032258,24.4516129,33.2808391,663,94.629032,81.209677,7.13306452,0.96774194,2.74193548,19.1129032,0.20197716,0.23535253,5867,144.9,4,2.3370968,3.180998,77.89,67.01,4.5,3.5,4.3225806,7.4193548,0.583,0.77419355,3.5483871,0.179,268,0.61290323,1.35483871,0.452,0.20967742,0.40322581,0.342,3.7096774,6.0645161,0.612,0.56451613,3.14516129,0.152,1.75806452,0.62903226,1.46774194,0.428571428571429,0.5,1.09677419,0.455882352941176,0.598901098901099,109,19.1129032,3.32258065,0.522,0.5483871,0.583,1.75806452,0.428571428571429,8.03225806,0.434034416826004,2.53225806,0.38709677,1.46774194,8.43548387,0.511494252873563
101109,"Raymond Felton","Raymond","Felton","NYK",65,31.181282,2.55384615,1.15384615,3.33846154,0.345622119815668,0.24615385,1.01538462,0.242424242424242,0.382488479262673,166,5.15384615,2.66153846,5.56923077,0.406,4.09713257,173,335,0.41538462,1.2,0.93846154,1.83076923,0.513,27,55.769231,5.61538462,0.2,0.84615385,10.61538462,13.5538462,20.8645884,365,70.369231,56.276923,5.35641026,0.47692308,0.69230769,9.6923077,0.13773502,0.17222526,4574,136.01,4,2.0924615,3.221104,73.91,62.1,4.3,3.8,3.0307692,5.3692308,0.564,0.47692308,2.55384615,0.157,197,0.83076923,1.83076923,0.454,0.24615385,0.58461538,0.296,2.2,3.5384615,0.622,0.23076923,1.96923077,0.105,2.58461538,0.93846154,2.61538462,0.358823529411765,0.70769231,1.96923077,0.359375,0.494117647058824,168,9.6923077,2.66153846,0.406,0.35384615,0.647,2.58461538,0.358823529411765,2.55384615,0.345622119815668,2.38461538,0.26153846,2.61538462,3.33846154,0.445723684210526
101110,"Martell Webster","Martell","Webster","WAS",77,27.816883,0.94805195,0.4025974,1.27272727,0.316326530612245,0.14285714,0.44155844,0.323529411764706,0.372448979591837,73,1.01298701,0.71428571,1.09090909,0.5,1.23255054,55,78,0.19480519,0.53246753,0.76623377,1.54545455,0.496,15,25.220779,1.25974026,0.16883117,0.4025974,2.41558442,2.8961039,4.9974322,97,34.844156,25.974026,0.88030303,0.63636364,0.51948052,9.7662338,0.28028327,0.376,2683,144.36,4,1.8748052,3.235109,76.3,68.06,4.3,3.8,2.8311688,4.3636364,0.649,0.72727273,2.1038961,0.257,218,0.48051948,0.72727273,0.661,0.18181818,0.2987013,0.378,2.3506494,3.6363636,0.646,0.54545455,1.80519481,0.232,5.63636364,1.96103896,4.71428571,0.415977961432507,1.71428571,4.25974026,0.402439024390244,0.597796143250689,434,9.7662338,0.71428571,0.5,0.62337662,0.731,5.63636364,0.415977961432507,0.94805195,0.316326530612245,0.41558442,0.33766234,4.71428571,1.27272727,0.558519793459552
101111,"Charlie Villanueva","Charlie","Villanueva","DET",20,9.049167,0.45,0.2,0.5,0.4,0.05,0.3,0.166666666666667,0.45,9,0.7,0.7,1,0.556,3.71304908,14,14,0.25,0.2,1,1.8,0.556,5,11.6,0.3,0,0.05,0.8,0.75,3.9782669,6,17.15,9.55,0.325,0.55,0.5,4.6,0.26822157,0.48167539,343,12.07,4,0.6035,3.201179,6.58,5.49,4.3,3.7,1.7,3.2,0.531,0.55,1.15,0.324,34,0.3,0.75,0.4,0.25,0.05,0.833,1.4,2.45,0.571,0.3,1.1,0.214,2.05,0.7,2.8,0.25,0.65,2.5,0.26,0.366071428571429,41,4.6,0.7,0.556,0.65,0.75,2.05,0.25,0.45,0.4,0.45,0.4,2.8,0.5,0.456521739130435
101112,"Channing Frye","Channing","Frye","PHX",82,28.336789,0.64634146,0.31707317,0.81707317,0.388059701492537,0.01219512,0.15853659,0.0769230769230769,0.395522388059701,53,0.46341463,0.31707317,0.46341463,0.48,0.53709375,26,38,0.76829268,0.73170732,3.37804878,6.47560976,0.522,63,35.987805,1.19512195,0.07317073,0.6097561,2.34146341,2.9146341,4.9371311,98,47.609756,24.634146,0.90060976,0.92682927,2.04878049,11.097561,0.23309426,0.45049505,3904,149.06,3.8,1.8178049,3.0792,82.27,66.79,4.3,3.4,5.0731707,8.9878049,0.564,1.65853659,3.41463415,0.327,416,0.8902439,1.69512195,0.525,0.58536585,0.30487805,0.658,4.1829268,7.2926829,0.574,1.07317073,3.1097561,0.257,6.85365854,2.47560976,6.18292683,0.400394477317554,1.90243902,4.98780488,0.381418092909535,0.554240631163708,562,11.097561,0.31707317,0.48,0.8902439,0.587,6.85365854,0.400394477317554,0.64634146,0.388059701492537,0.30487805,0.56097561,6.18292683,0.81707317,0.534704370179949
101114,"Deron Williams","Deron","Williams","BKN",64,32.277604,3.859375,1.734375,4.375,0.396428571428571,0.390625,1.546875,0.252525252525253,0.441071428571429,247,5.6875,3.1875,5.875,0.497,4.74012877,204,364,0.203125,1.453125,1.03125,1.671875,0.617,13,60.609375,6.125,0.875,1.8125,12.65625,15.09375,22.4459039,392,77.78125,66.0625,6.10677083,0.75,1.296875,14.296875,0.18380876,0.21641438,4978,141.49,4.1,2.2107813,3.287651,77,64.49,4.5,3.7,2.625,4.5625,0.575,0.421875,2.203125,0.161,168,0.234375,0.625,0.375,0.078125,0.15625,0.333,2.390625,3.9375,0.607,0.34375,2.046875,0.144,4.03125,1.453125,3.171875,0.458128078817734,1.125,2.546875,0.441717791411043,0.635467980295567,258,14.296875,3.1875,0.497,0.484375,0.619,4.03125,0.458128078817734,3.859375,0.396428571428571,2.421875,0.328125,3.171875,4.375,0.518156424581006
101115,"Andrew Bynum","Andrew","Bynum","CLE",24,19.829861,0.33333333,0.16666667,0.70833333,0.235294117647059,0,0,NA,0.235294117647059,8,0,0,0,NA,0,0,0,1.16666667,0.25,1.33333333,3.54166667,0.376,28,15.875,1.125,0,0.20833333,1.75,2.5,6.0514796,27,26.666667,17.625,0.89652778,3.45833333,3.33333333,8.4166667,0.315625,0.47754137,640,28.98,3.7,1.2075,2.922865,15.36,13.62,3.8,3.6,5.25,7.9166667,0.663,2.625,2.625,0.5,126,1.95833333,3.20833333,0.61,1.41666667,0.54166667,0.723,3.2916667,4.7083333,0.699,1.20833333,2.08333333,0.367,0.83333333,0.41666667,1.25,0.333333333333333,0,0,NA,0.333333333333333,20,8.4166667,0,NA,2.20833333,0.375,0.83333333,0.333333333333333,0.33333333,0.235294117647059,0,2.33333333,1.25,0.70833333,0.41871921182266
101115,"Andrew Bynum","Andrew","Bynum","IND",2,17.925,0,0,0,NA,0,0,NA,NA,0,0.5,1,1,1,2.67782427,2,1,0.5,0,2.5,3.5,0.714,1,14,1,0,0.5,1,1,2.6778243,2,30,19,0.85833333,10,1,11.5,0.38333333,0.60526316,60,2.19,3.7,1.095,2.932218,1.18,1.01,3.7,3.6,9.5,11.5,0.826,4,5.5,0.421,19,3,4,0.75,2,1,0.667,6.5,7.5,0.867,2,4.5,0.308,1,0.5,1,0.5,0,0,NA,0.5,2,11.5,1,1,6.5,0.308,1,0.5,0,NA,0.5,6.5,1,0,0.409090909090909
101115,"Andrew Bynum","Andrew","Bynum","TOTAL",26,19.683333,0.30769231,0.15384615,0.65384615,0.235294117647059,0,0,NA,0.235294117647059,8,0.03846154,0.07692308,0.07692308,1,0.18758549,2,1,1.11538462,0.23076923,1.42307692,3.53846154,0.402,29,15.730769,1.11538462,0,0.23076923,1.69230769,2.3846154,5.8151501,29,26.923077,17.730769,0.89358974,3.96153846,3.15384615,8.6538462,0.32142857,0.48806941,700,31.17,3.7,1.1988462,2.92352,16.54,14.63,3.7,3.6,5.5769231,8.1923077,0.681,2.73076923,2.84615385,0.49,145,2.03846154,3.26923077,0.624,1.46153846,0.57692308,0.717,3.5384615,4.9230769,0.719,1.26923077,2.26923077,0.359,0.84615385,0.42307692,1.23076923,0.34375,0,0,NA,0.34375,22,8.6538462,0.07692308,1,2.53846154,0.362,0.84615385,0.34375,0.30769231,0.235294117647059,0.03846154,2.65384615,1.23076923,0.65384615,0.417777777777778
101122,"Danny Granger","Danny","Granger","IND",29,22.662644,0.65517241,0.31034483,1.20689655,0.257142857142857,0.03448276,0.17241379,0.2,0.271428571428571,19,1.96551724,1.03448276,2.03448276,0.28,2.19105825,30,57,0.44827586,0.31034483,0.55172414,1.51724138,0.364,13,19.517241,1.13793103,0.31034483,0.31034483,2.68965517,2.7931034,5.9158573,33,29.551724,23.862069,0.9362069,0.79310345,0.72413793,8.3448276,0.2823804,0.34971098,857,44.07,4,1.5196552,3.218665,23.89,20.18,4.2,3.8,3.6206897,6.3448276,0.571,1.03448276,2.5862069,0.286,105,0.82758621,1.68965517,0.49,0.5862069,0.24137931,0.708,2.7931034,4.6551724,0.6,0.44827586,2.34482759,0.16,3.55172414,1.27586207,3.5862069,0.355769230769231,1,2.93103448,0.341176470588235,0.495192307692308,103,8.3448276,1.03448276,0.28,0.51724138,0.417,3.55172414,0.355769230769231,0.65517241,0.257142857142857,0.86206897,0.4137931,3.5862069,1.20689655,0.428251121076233
101122,"Danny Granger","Danny","Granger","LAC",12,16.297222,0.66666667,0.33333333,1.33333333,0.25,0,0.08333333,0,0.25,8,1.25,0.58333333,1.16666667,0.333,1.7180842,7,15,0.33333333,0.25,0.83333333,1.5,0.556,4,12.583333,0.66666667,0.08333333,0.25,1.58333333,1.75,5.1542526,8,21.416667,17.5,0.66805556,1.25,1.25,8,0.37354086,0.45714286,257,13.16,4,1.0966667,3.229998,6.93,6.23,4.3,3.8,2.3333333,3.75,0.622,1,1.33333333,0.429,28,0.58333333,1.08333333,0.538,0.5,0.08333333,0.857,1.75,2.6666667,0.656,0.5,1.25,0.286,3.83333333,1.41666667,3.5,0.404761904761905,1,2.75,0.363636363636364,0.547619047619048,46,8,0.58333333,0.333,0.75,0.444,3.83333333,0.404761904761905,0.66666667,0.25,0.5,0.75,3.5,1.33333333,0.5
101122,"Danny Granger","Danny","Granger","TOTAL",41,20.8,0.65853659,0.31707317,1.24390244,0.254901960784314,0.02439024,0.14634146,0.166666666666667,0.264705882352941,27,1.75609756,0.90243902,1.7804878,0.29,2.08255159,37,72,0.41463415,0.29268293,0.63414634,1.51219512,0.419,17,17.487805,1,0.24390244,0.29268293,2.36585366,2.4878049,5.7410882,41,27.170732,22,0.85813008,0.92682927,0.87804878,8.2439024,0.30341113,0.37472284,1114,57.23,4,1.3958537,3.221201,30.82,26.41,4.2,3.8,3.2439024,5.5853659,0.581,1.02439024,2.2195122,0.316,133,0.75609756,1.51219512,0.5,0.56097561,0.19512195,0.742,2.4878049,4.0731707,0.611,0.46341463,2.02439024,0.186,3.63414634,1.31707317,3.56097561,0.36986301369863,1,2.87804878,0.347457627118644,0.51027397260274,149,8.2439024,0.90243902,0.29,0.58536585,0.429,3.63414634,0.36986301369863,0.65853659,0.254901960784314,0.75609756,0.51219512,3.56097561,1.24390244,0.447882736156352
101123,"Gerald Green","Gerald","Green","PHX",82,28.547561,4.1097561,1.70731707,4.31707317,0.395480225988701,0.69512195,1.64634146,0.422222222222222,0.475988700564972,337,2.2804878,1.7804878,2.7804878,0.532,2.99372036,146,187,0.51219512,0.85365854,1.19512195,2.37804878,0.503,42,21.890244,1.48780488,0.15853659,0.34146341,3.09756098,3.6097561,6.0694605,122,37.743902,29.914634,1.54410569,0.47560976,1.37804878,15.7926829,0.4184168,0.52792499,3095,161.91,4.1,1.9745122,3.319954,85.05,76.86,4.4,3.9,3.3536585,5.2926829,0.627,0.65853659,2.65853659,0.199,275,0.58536585,0.93902439,0.623,0.25609756,0.32926829,0.438,2.7682927,4.3536585,0.627,0.40243902,2.32926829,0.147,6.07317073,2.14634146,5.25609756,0.408352668213457,1.7804878,4.45121951,0.4,0.577726218097448,498,15.7926829,1.7804878,0.532,0.29268293,0.579,6.07317073,0.408352668213457,4.1097561,0.395480225988701,1.14634146,0.23170732,5.25609756,4.31707317,0.546719681908549
101126,"Nate Robinson","Nate","Robinson","DEN",44,19.829545,3.06818182,1.27272727,3.79545455,0.335329341317365,0.52272727,1.56818182,0.333333333333333,0.404191616766467,135,3.11363636,2.09090909,3.88636364,0.432,5.06131805,92,137,0.09090909,0.81818182,0.36363636,0.52272727,0.696,4,23.386364,2.54545455,0.63636364,0.72727273,4.79545455,6.1363636,14.8538682,112,36.181818,31.136364,2.6594697,0.40909091,0.79545455,10.3863636,0.2870603,0.33357664,1592,61.28,4.2,1.3927273,3.371278,32.78,28.5,4.5,3.9,1.8409091,3.4090909,0.54,0.22727273,1.61363636,0.123,81,0.47727273,1.15909091,0.412,0.15909091,0.31818182,0.333,1.3636364,2.25,0.606,0.06818182,1.29545455,0.05,2.52272727,0.86363636,2.06818182,0.417582417582418,0.79545455,1.84090909,0.432098765432099,0.60989010989011,111,10.3863636,2.09090909,0.432,0.20454545,0.429,2.52272727,0.417582417582418,3.06818182,0.335329341317365,1.68181818,0.15909091,2.06818182,3.79545455,0.503916449086162
101127,"Jarrett Jack","Jarrett","Jack","CLE",80,28.280208,4.2125,1.975,5.225,0.37799043062201,0.2625,0.925,0.283783783783784,0.40311004784689,337,2.9,2.0125,3.2375,0.527,3.41581642,161,232,0.275,0.7,0.6125,1.15,0.533,22,44.225,4.05,0.45,0.8875,8.6875,9.6375,16.3577296,324,57.225,49.2625,3.911875,0.275,1.1,9.5,0.16601136,0.19284446,4578,154.71,4.1,1.933875,3.282366,85.55,69.16,4.6,3.7,2.7875,4.025,0.693,0.2375,2.55,0.085,223,0.275,0.45,0.611,0.05,0.225,0.182,2.5125,3.575,0.703,0.1875,2.325,0.075,1.825,0.65,1.5875,0.409448818897638,0.525,1.325,0.39622641509434,0.574803149606299,146,9.5,2.0125,0.527,0.05,0.286,1.825,0.409448818897638,4.2125,0.37799043062201,1.4,0.0875,1.5875,5.225,0.45487106017192
101128,"Francisco Garcia","Francisco","Garcia","HOU",55,19.780909,0.56363636,0.23636364,0.74545455,0.317073170731707,0.09090909,0.25454545,0.357142857142857,0.378048780487805,31,1.45454545,0.92727273,1.56363636,0.522,2.25010341,51,80,0.6,0.49090909,1,1.98181818,0.505,33,17.4,1.14545455,0.16363636,0.2,2.12727273,2.8,6.7944299,63,23.727273,18.709091,0.67484848,0.2,0.07272727,5.7272727,0.24137931,0.30612245,1305,73.09,4,1.3289091,3.224707,37.07,36.02,4.2,3.9,2.2181818,3.6181818,0.613,0.50909091,1.70909091,0.23,122,0.38181818,0.6,0.636,0.10909091,0.27272727,0.286,1.8363636,3.0181818,0.608,0.4,1.43636364,0.218,3.45454545,1.16363636,3.21818182,0.361581920903955,1.12727273,3.09090909,0.364705882352941,0.536723163841808,190,5.7272727,0.92727273,0.522,0.07272727,0.5,3.45454545,0.361581920903955,0.56363636,0.317073170731707,0.83636364,0.07272727,3.21818182,0.74545455,0.518707482993197
101131,"Jason Maxiell","Jason","Maxiell","ORL",34,14.398039,0.11764706,0.05882353,0.23529412,0.25,0,0,NA,0.25,4,0.05882353,0,0.11764706,NA,0,0,2,0.58823529,0.23529412,1.58823529,2.79411765,0.568,20,13.382353,0.26470588,0.11764706,0.29411765,0.61764706,0.6470588,2.1571565,9,17.441176,7.941176,0.30931373,1.82352941,0.47058824,3.2058824,0.18381113,0.4037037,593,33.89,4.2,0.9967647,3.323001,18.5,15.39,4.4,3.9,2.5294118,5.0588235,0.494,0.73529412,1.76470588,0.294,86,0.82352941,1.79411765,0.459,0.38235294,0.44117647,0.464,1.7058824,3.2647059,0.514,0.35294118,1.32352941,0.211,0.52941176,0.26470588,0.94117647,0.28125,0,0,NA,0.28125,18,3.2058824,0,NA,1.55882353,0.5,0.52941176,0.28125,0.11764706,0.25,0,1.41176471,0.94117647,0.23529412,0.447619047619048
101133,"Ian Mahinmi","Ian","Mahinmi","IND",77,16.311472,0.02597403,0.01298701,0.01298701,1,0,0,NA,1,2,0.06493506,0.02597403,0.02597403,0,0.07643414,2,5,0.93506494,0.53246753,2.2987013,5.16883117,0.445,72,12.662338,0.31168831,0.07792208,0.12987013,0.90909091,0.8181818,2.4076753,24,16.961039,8.857143,0.34415584,1.90909091,0.96103896,3.5324675,0.20826953,0.39882698,1306,83.6,4,1.0857143,3.194947,44.05,39.55,4.1,3.9,3.3376623,6.8051948,0.49,1.57142857,1.76623377,0.471,257,1.38961039,3.01298701,0.461,0.96103896,0.42857143,0.692,1.9480519,3.7922078,0.514,0.61038961,1.33766234,0.313,0.25974026,0.12987013,0.46753247,0.277777777777778,0,0.01298701,0,0.277777777777778,20,3.5324675,0.02597403,0,1.68831169,0.556,0.25974026,0.277777777777778,0.02597403,1,0.03896104,0.93506494,0.46753247,0.01298701,0.481481481481481
101135,"David Lee","David","Lee","GSW",68,33.324265,0.38235294,0.19117647,0.41176471,0.464285714285714,0,0,NA,0.464285714285714,26,2.11764706,1.79411765,2.70588235,0.469,2.58423248,122,144,0.36764706,0.70588235,2.89705882,5.88235294,0.493,25,33.661765,2.11764706,0.16176471,0.66176471,3.85294118,5.1617647,7.4349639,144,53.102941,31.117647,1.42083333,4.27941176,4.48529412,18.3235294,0.34505677,0.58884688,3611,153.31,4.1,2.2545588,3.247448,79.07,74.24,4.4,3.8,9.3970588,16.5441176,0.568,3.08823529,6.30882353,0.329,639,2.63235294,5.19117647,0.507,1.57352941,1.05882353,0.598,6.7647059,11.3529412,0.596,1.51470588,5.25,0.224,1.08823529,0.54411765,1.52941176,0.355769230769231,0,0.01470588,0,0.355769230769231,74,18.3235294,1.79411765,0.469,4.5,0.588,1.08823529,0.355769230769231,0.38235294,0.464285714285714,1.41176471,3.10294118,1.52941176,0.41176471,0.524742268041237
101138,"Brandon Bass","Brandon","Bass","BOS",82,27.885569,1.43902439,0.70731707,1.6097561,0.439393939393939,0.02439024,0.04878049,0.5,0.446969696969697,118,1,0.51219512,1.02439024,0.292,0.88165193,42,82,0.86585366,0.43902439,2.31707317,4.2804878,0.541,71,25.853659,1.06097561,0.06097561,0.37804878,2.2195122,2.5121951,4.3242928,87,38.036585,22.890244,1.00914634,3.45121951,3.15853659,11.1097561,0.2920808,0.48534896,3119,150.81,4,1.8391463,3.16576,80.81,70,4.2,3.7,5.7317073,9.4268293,0.608,2,3.73170732,0.349,470,1.96341463,3.46341463,0.567,1.18292683,0.7804878,0.602,3.7682927,5.9634146,0.632,0.81707317,2.95121951,0.217,2.17073171,1.08536585,2.35365854,0.461139896373057,0,0.02439024,0,0.461139896373057,178,11.1097561,0.51219512,0.292,2.7804878,0.527,2.17073171,0.461139896373057,1.43902439,0.439393939393939,0.58536585,1.80487805,2.35365854,1.6097561,0.486896551724138
101139,"CJ Miles","CJ","Miles","CLE",51,19.343137,1.58823529,0.70588235,1.70588235,0.413793103448276,0.17647059,0.35294118,0.5,0.46551724137931,81,1.37254902,1.23529412,1.76470588,0.425,3.06538267,63,70,0.29411765,0.90196078,0.66666667,1.23529412,0.54,15,14.862745,1.01960784,0.07843137,0.05882353,2.19607843,2.4117647,5.9847947,52,24.823529,20.509804,0.70882353,0.25490196,1.37254902,9.8627451,0.39731438,0.48087954,1266,68.61,4.2,1.3452941,3.338348,37.54,31.07,4.5,3.8,2.0196078,3.4509804,0.585,0.45098039,1.56862745,0.223,103,0.35294118,0.70588235,0.5,0.11764706,0.23529412,0.333,1.6666667,2.745098,0.607,0.33333333,1.33333333,0.2,4.60784314,1.60784314,4.15686275,0.386792452830189,1.39215686,3.64705882,0.381720430107527,0.554245283018868,235,9.8627451,1.23529412,0.425,0.15686275,0.5,4.60784314,0.386792452830189,1.58823529,0.413793103448276,0.78431373,0.11764706,4.15686275,1.70588235,0.536674816625917
101141,"Ersan Ilyasova","Ersan","Ilyasova","MIL",54,27.095062,0.96296296,0.46296296,1.35185185,0.342465753424658,0.03703704,0.2037037,0.181818181818182,0.356164383561644,52,1.2037037,0.72222222,1.14814815,0.273,1.27944594,39,65,0.12962963,0.85185185,3.31481481,6.01851852,0.551,7,37.666667,1.2962963,0.09259259,0.44444444,3.07407407,3.0740741,5.4458468,70,51.277778,31.685185,1.08117284,2,3.85185185,11.1851852,0.21812929,0.35300994,2769,97.42,4,1.8040741,3.19599,53.85,43.57,4.4,3.6,6.2592593,11.0740741,0.565,2.66666667,3.59259259,0.426,338,1.94444444,3.81481481,0.51,1.35185185,0.59259259,0.695,4.3148148,7.2592593,0.594,1.31481481,3,0.305,4.12962963,1.75925926,4.85185185,0.362595419847328,0.61111111,2.14814815,0.28448275862069,0.425572519083969,223,11.1851852,0.72222222,0.273,2.07407407,0.56,4.12962963,0.362595419847328,0.96296296,0.342465753424658,0.81481481,1.55555556,4.85185185,1.35185185,0.438271604938272
101142,"Ronny Turiaf","Ronny","Turiaf","MIN",31,19.466129,0,0,0.03225806,0,0,0,NA,0,0,0.03225806,0.03225806,0.03225806,NA,0.07954263,1,1,1.61290323,0.25806452,2.87096774,6.09677419,0.471,50,18.774194,0.74193548,0.09677419,0.29032258,2.03225806,1.9032258,4.6930152,23,24.225806,12.129032,0.57311828,2.70967742,3.90322581,4.8064516,0.19840213,0.3962766,751,37.81,3.8,1.2196774,3.007507,19.4,18.41,3.9,3.6,5.6129032,9.3548387,0.59,2.32258065,3.19354839,0.421,174,1.77419355,3,0.591,1.29032258,0.48387097,0.727,3.8387097,6.3548387,0.589,1.03225806,2.70967742,0.276,0.12903226,0.06451613,0.06451613,1,0,0,NA,1,4,4.8064516,0.03225806,NA,2.12903226,0.583,0.12903226,1,0,0,0,1.5483871,0.06451613,0.03225806,0.598130841121495
101145,"Monta Ellis","Monta","Ellis","DAL",82,37.003252,4.58536585,2.20731707,5.96341463,0.370143149284254,0.17073171,0.85365854,0.2,0.384458077709611,376,10.08536585,7.26829268,12.53658537,0.497,9.42830777,596,827,0.2804878,1.7195122,1.19512195,2.15853659,0.554,23,46.146341,5.74390244,0.46341463,1.18292683,11.12195122,13.7073171,17.7809026,471,70.182927,59.073171,4.44695122,0.52439024,1.57317073,19.0243902,0.27106864,0.32204789,5755,208.33,4.1,2.5406098,3.295637,115.46,92.87,4.5,3.7,3.597561,6.3292683,0.568,0.59756098,3,0.166,295,0.46341463,1.17073171,0.396,0.18292683,0.2804878,0.395,3.1341463,5.1585366,0.608,0.41463415,2.7195122,0.132,2.5,0.91463415,2.32926829,0.392670157068063,0.67073171,1.67073171,0.401459854014599,0.536649214659686,205,19.0243902,7.26829268,0.497,0.30487805,0.476,2.5,0.392670157068063,4.58536585,0.370143149284254,5.23170732,0.25609756,2.32926829,5.96341463,0.477699530516432
101150,"Louis Williams","Louis","Williams","ATL",59,24.199435,2.94915254,1.20338983,3.79661017,0.316964285714286,0.54237288,1.83050847,0.296296296296296,0.388392857142857,174,2.86440678,2.16949153,3.84745763,0.5,4.30322415,128,169,0.06779661,0.74576271,0.6779661,1.20338983,0.563,4,30.457627,3.49152542,0.40677966,0.69491525,6.16949153,8.0847458,16.0362337,206,42.610169,37.372881,2.36101695,0.40677966,0.6440678,10.440678,0.24502784,0.27936508,2514,92.19,3.9,1.5625424,3.09933,49.99,42.2,4.3,3.4,2.0338983,3.3220339,0.612,0.30508475,1.72881356,0.15,120,0.16949153,0.38983051,0.435,0.01694915,0.15254237,0.1,1.8644068,2.9322034,0.636,0.28813559,1.57627119,0.155,2.44067797,0.84745763,2.20338983,0.384615384615385,0.74576271,1.94915254,0.382608695652174,0.553846153846154,144,10.440678,2.16949153,0.5,0.15254237,0.667,2.44067797,0.384615384615385,2.94915254,0.316964285714286,1.49152542,0.10169492,2.20338983,3.79661017,0.479423868312757
